ID de respuesta,Dirección IP,Agente Usuario,Estado de respuesta,URL de la encuesta a la que accede el encuestado,Start time,Hora de finalización,Tiempo empleado,Recopilador,Net Promoter Score (de un total de 10),CSAT Score,¿Qué carrera profesional estudias?,¿Qué ciclo es el que cursas?; considera el ciclo donde más cursos llevas,El perfil de egreso de tu carrera,La correspondencia entre el perfil de egreso y el plan curricular de tu carrera,Los cursos y contenidos de tu carrera,La calidad del servicio de enseñanza en tu carrera,"La claridad, precisión y actualización de los materiales de estudio de tu carrera",La evaluación del aprendizaje en tu carrera,El proceso de intercambio estudiantil,La información sobre tu récord académico,El material bibliográfico físico o digital disponible en la biblioteca,El servicio recibido por el personal administrativo de tu carrera,Los procedimientos de los servicios administrativos de tu carrera,El servicio social: ayuda financiera,El servicio médico y su infraestructura,El servicio de atención psicopedagógica,Los talleres de actividades artísticas y culturales,Las actividades deportivas,Las aulas de clase,Los ambientes y salas para estudio,"Los laboratorios en lo referido a equipamiento, tecnología y programas","Los laboratorios en lo referido a iluminación, ventilación, facilidad de ubicación y señalización de seguridad",El software especializado empleado en la carrera,El portal web de la universidad: Mi Ulima,El aula virtual (Blackboard) y las herramientas de videoconferencia (Zoom),"La conexión Wi-Fi del campus para acceder a los recursos institucionales como Mi Ulima, Blackboard, Zoom, correo institucional y biblioteca virtual",El soporte técnico brindado ante las fallas del sistema informático,"Empleabilidad, vinculación profesional y ALUMNI",La calidad de la formación académica,Tu carrera,La Universidad de Lima,"En una escala del 0 al 10, donde 0 significa ‘Definitivamente no la recomendaría’ y 10 ‘Definitivamente sí la recomendaría’¿Qué tan probable es que recomiendes la Universidad de Lima a un familiar o amigo como institución para estudiar una carrera profesional?","Explica con tus palabras, las razones de la calificación que diste en la pregunta anterior. (máx. 100 caracteres)"
jZDBRKW9,,,COMPLETED,,"may. 19, 2026 10:14:32 a. m.","may. 19, 2026 10:21:28 a. m.",6 mins 55 secs ,Public collector,9,100,Ingeniería Industrial,2° Ciclo,,,Muy satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,,Muy satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,,Satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,,,,Muy satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,9 (Promoter),
G5DFzBjC,,,COMPLETED,,"may. 19, 2026 10:14:38 a. m.","may. 19, 2026 10:18:51 a. m.",4 mins 13 secs ,Public collector,9,100,Ingeniería Industrial,2° Ciclo,,,Satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,,Muy satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,,No conozco,No utilizo,No utilizo,No conozco,Muy satisfecho,Satisfecho,,,,Satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,,Muy satisfecho,Muy satisfecho,Muy satisfecho,9 (Promoter),
wtBRbwHJ,,,COMPLETED,,"may. 19, 2026 10:14:38 a. m.","may. 19, 2026 10:15:56 a. m.",1 min 17 secs ,Public collector,10,100,Marketing,2° Ciclo,,,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,,Totalmente satisfecho,Muy satisfecho,Muy satisfecho,Satisfecho,,Satisfecho,Insatisfecho,Muy satisfecho,Muy satisfecho,Satisfecho,Muy satisfecho,,,,Muy satisfecho,Muy satisfecho,Satisfecho,Satisfecho,,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,10 (Promoter),
sJBnxBpB,,,COMPLETED,,"may. 19, 2026 10:14:39 a. m.","may. 19, 2026 10:17:13 a. m.",2 mins 33 secs ,Public collector,10,100,Comunicación,2° Ciclo,,,Satisfecho,Satisfecho,Insatisfecho,Satisfecho,,Muy satisfecho,Satisfecho,No conozco,No conozco,,Satisfecho,No utilizo,Satisfecho,Satisfecho,Satisfecho,Satisfecho,,,,Satisfecho,Satisfecho,Muy satisfecho,Totalmente satisfecho,,Muy satisfecho,Satisfecho,Muy satisfecho,10 (Promoter),
l7DFJAgv,,,COMPLETED,,"may. 19, 2026 10:14:39 a. m.","may. 19, 2026 10:16:52 a. m.",2 mins 12 secs ,Public collector,10,100,Comunicación,5° Ciclo,Muy satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Satisfecho,Muy satisfecho,Satisfecho,Satisfecho,Satisfecho,Muy satisfecho,Totalmente insatisfecho,Insatisfecho,Satisfecho,Muy satisfecho,Satisfecho,Muy satisfecho,Muy satisfecho,Satisfecho,Muy satisfecho,Satisfecho,Satisfecho,Satisfecho,,Muy satisfecho,Muy satisfecho,Totalmente satisfecho,10 (Promoter),
ghBnZKlb,,,COMPLETED,,"may. 19, 2026 10:14:44 a. m.","may. 19, 2026 10:18:02 a. m.",3 mins 18 secs ,Public collector,8,0,Derecho,2° Ciclo,,,Satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,,Muy satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,,Muy satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Muy satisfecho,,,,Muy satisfecho,Totalmente satisfecho,Muy satisfecho,Satisfecho,,Satisfecho,Muy satisfecho,Muy satisfecho,8 (Passive),"Porque, creo que las pruebas deben ser más exigentes y tener más espacio para la cantidad de alumnos que alberga la universidad."
DaC2c493,,,COMPLETED,,"may. 19, 2026 10:14:44 a. m.","may. 19, 2026 10:16:51 a. m.",2 mins 7 secs ,Public collector,10,100,Derecho,2° Ciclo,,,Totalmente satisfecho,Muy satisfecho,Totalmente satisfecho,Muy satisfecho,,Satisfecho,Totalmente satisfecho,Muy satisfecho,Muy satisfecho,,No conozco,No conozco,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,,,,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Satisfecho,,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,10 (Promoter),
wSCZm1hA,,,COMPLETED,,"may. 19, 2026 10:14:44 a. m.","may. 19, 2026 10:17:05 a. m.",2 mins 20 secs ,Public collector,9,100,Comunicación,1° Ciclo,,,Satisfecho,Satisfecho,Satisfecho,Satisfecho,,Satisfecho,Satisfecho,Muy satisfecho,Satisfecho,,Muy satisfecho,Satisfecho,Muy satisfecho,Satisfecho,Muy satisfecho,Totalmente satisfecho,,,,Satisfecho,Satisfecho,Satisfecho,Muy satisfecho,,Muy satisfecho,Muy satisfecho,Muy satisfecho,9 (Promoter),
WvDFJQiA,,,COMPLETED,,"may. 19, 2026 10:14:44 a. m.","may. 19, 2026 10:19:20 a. m.",4 mins 35 secs ,Public collector,8,0,Derecho,2° Ciclo,,,Satisfecho,Satisfecho,Satisfecho,Muy satisfecho,,Satisfecho,Insatisfecho,Satisfecho,Satisfecho,,Satisfecho,No utilizo,Satisfecho,Satisfecho,Satisfecho,Satisfecho,,,,Satisfecho,Muy satisfecho,Satisfecho,Satisfecho,,Satisfecho,Satisfecho,Muy satisfecho,8 (Passive),Es bastante cómodo y con facilidades.
YjC2iPBX,,,COMPLETED,,"may. 19, 2026 10:14:45 a. m.","may. 19, 2026 10:20:49 a. m.",6 mins 4 secs ,Public collector,8,0,Ingeniería Industrial,2° Ciclo,,,Satisfecho,Satisfecho,Insatisfecho,Satisfecho,,Satisfecho,Insatisfecho,Satisfecho,Satisfecho,,No conozco,No utilizo,No utilizo,Satisfecho,Satisfecho,Insatisfecho,,,,Satisfecho,Insatisfecho,Satisfecho,No utilizo,,Satisfecho,Satisfecho,Satisfecho,8 (Passive),Considero que podría haber más organización en el campus.
FPjGvNW9,,,COMPLETED,,"may. 19, 2026 10:14:45 a. m.","may. 19, 2026 10:17:22 a. m.",2 mins 36 secs ,Public collector,10,100,Negocios Internacionales,2° Ciclo,,,Satisfecho,Totalmente satisfecho,Totalmente satisfecho,Muy satisfecho,,Totalmente satisfecho,Satisfecho,Totalmente satisfecho,Muy satisfecho,,Totalmente satisfecho,Satisfecho,Totalmente satisfecho,Totalmente satisfecho,Satisfecho,Totalmente satisfecho,,,,Satisfecho,Totalmente satisfecho,Totalmente satisfecho,Muy satisfecho,,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,10 (Promoter),
XEzs8MCB,,,COMPLETED,,"may. 19, 2026 10:14:48 a. m.","may. 19, 2026 10:17:52 a. m.",3 mins 4 secs ,Public collector,9,100,Derecho,2° Ciclo,,,Muy satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,,Satisfecho,Muy satisfecho,Satisfecho,Satisfecho,,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,,,,Satisfecho,Muy satisfecho,Satisfecho,Satisfecho,,Satisfecho,Muy satisfecho,Muy satisfecho,9 (Promoter),
6kBBTZda,,,COMPLETED,,"may. 19, 2026 10:14:48 a. m.","may. 19, 2026 10:18:09 a. m.",3 mins 20 secs ,Public collector,8,0,Comunicación,2° Ciclo,,,Satisfecho,Satisfecho,Insatisfecho,Muy satisfecho,,Satisfecho,No utilizo,Muy satisfecho,No conozco,,No utilizo,Muy satisfecho,No utilizo,No utilizo,Satisfecho,Totalmente insatisfecho,,,,Insatisfecho,Satisfecho,Satisfecho,Satisfecho,,Satisfecho,Muy satisfecho,Satisfecho,8 (Passive),falta profundizar contenido en algunas carreras
TSCZLOve,,,COMPLETED,,"may. 19, 2026 10:14:50 a. m.","may. 19, 2026 10:19:04 a. m.",4 mins 14 secs ,Public collector,9,100,Comunicación,2° Ciclo,,,Muy satisfecho,Satisfecho,Insatisfecho,Satisfecho,,Satisfecho,No utilizo,Satisfecho,Satisfecho,,No utilizo,No utilizo,No utilizo,No utilizo,Satisfecho,Muy satisfecho,,,,Insatisfecho,Satisfecho,Satisfecho,Satisfecho,,Satisfecho,Satisfecho,Totalmente satisfecho,9 (Promoter),
FsC5eZdk,,,COMPLETED,,"may. 19, 2026 10:14:50 a. m.","may. 19, 2026 10:17:03 a. m.",2 mins 12 secs ,Public collector,10,100,Derecho,2° Ciclo,,,Insatisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,,Totalmente satisfecho,Muy satisfecho,Totalmente satisfecho,Totalmente satisfecho,,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,,,,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,10 (Promoter),
EYBnTgpM,,,COMPLETED,,"may. 19, 2026 10:14:50 a. m.","may. 19, 2026 10:17:49 a. m.",2 mins 58 secs ,Public collector,10,100,Ingeniería de Sistemas,2° Ciclo,,,Satisfecho,Satisfecho,Muy satisfecho,Satisfecho,,Satisfecho,No utilizo,Satisfecho,Satisfecho,,Satisfecho,No utilizo,No utilizo,No utilizo,Muy satisfecho,Muy satisfecho,,,,Totalmente satisfecho,Totalmente satisfecho,Muy satisfecho,No conozco,,Satisfecho,Satisfecho,Muy satisfecho,10 (Promoter),
xVC5FrNp,,,COMPLETED,,"may. 19, 2026 10:14:51 a. m.","may. 19, 2026 10:17:35 a. m.",2 mins 44 secs ,Public collector,6,0,Psicología,2° Ciclo,,,Insatisfecho,Satisfecho,Insatisfecho,Satisfecho,,Satisfecho,No conozco,No conozco,No utilizo,,Satisfecho,Satisfecho,Totalmente insatisfecho,No utilizo,Muy satisfecho,Muy satisfecho,,,,Satisfecho,Satisfecho,Muy satisfecho,Satisfecho,,Satisfecho,Satisfecho,Satisfecho,6 (Detractor),"Buena universidad, pero hay cosas por mejorar"
bHC5wq9j,,,COMPLETED,,"may. 19, 2026 10:14:52 a. m.","may. 19, 2026 10:16:50 a. m.",1 min 58 secs ,Public collector,10,100,Ingeniería Ambiental,2° Ciclo,,,Muy satisfecho,Muy satisfecho,Totalmente satisfecho,Totalmente satisfecho,,Muy satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,,,,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,10 (Promoter),
4TBnDJcV,,,COMPLETED,,"may. 19, 2026 10:14:53 a. m.","may. 19, 2026 10:21:06 a. m.",6 mins 12 secs ,Public collector,10,100,Negocios Internacionales,3° Ciclo,Muy satisfecho,Muy satisfecho,Muy satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,No utilizo,Satisfecho,Satisfecho,Satisfecho,Totalmente satisfecho,Muy satisfecho,Satisfecho,Satisfecho,Satisfecho,No utilizo,Satisfecho,Satisfecho,Insatisfecho,Satisfecho,,Satisfecho,Satisfecho,Totalmente satisfecho,10 (Promoter),
xNBBslEr,,,COMPLETED,,"may. 19, 2026 10:14:54 a. m.","may. 19, 2026 10:16:50 a. m.",1 min 56 secs ,Public collector,9,100,Administración,2° Ciclo,,,Muy satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,,Muy satisfecho,Satisfecho,Satisfecho,Muy satisfecho,,Muy satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,,,,Muy satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,,Muy satisfecho,Muy satisfecho,Muy satisfecho,9 (Promoter),
RDBnxA6a,,,COMPLETED,,"may. 19, 2026 10:15:04 a. m.","may. 19, 2026 10:24:05 a. m.",9 mins 1 sec ,Public collector,8,0,Comunicación,2° Ciclo,,,Insatisfecho,Totalmente satisfecho,Satisfecho,Satisfecho,,Satisfecho,Muy satisfecho,Totalmente satisfecho,Muy satisfecho,,Totalmente satisfecho,No utilizo,Totalmente satisfecho,Totalmente satisfecho,Satisfecho,Insatisfecho,,,,Totalmente satisfecho,Satisfecho,Satisfecho,Satisfecho,,Satisfecho,Totalmente satisfecho,Totalmente satisfecho,8 (Passive),"Hay cosas q no me cuadran :v, como mis notas"
PvDFEBnl,,,COMPLETED,,"may. 19, 2026 10:15:15 a. m.","may. 19, 2026 10:18:44 a. m.",3 mins 29 secs ,Public collector,9,100,Derecho,2° Ciclo,,,Satisfecho,Satisfecho,Satisfecho,Satisfecho,,Satisfecho,No utilizo,No utilizo,No utilizo,,No utilizo,No utilizo,No utilizo,No utilizo,Satisfecho,Satisfecho,,,,Satisfecho,Satisfecho,Satisfecho,Satisfecho,,Satisfecho,Satisfecho,Satisfecho,9 (Promoter),
Y6jG0HqZ,,,COMPLETED,,"may. 19, 2026 10:15:16 a. m.","may. 19, 2026 10:17:31 a. m.",2 mins 15 secs ,Public collector,10,100,Derecho,2° Ciclo,,,Muy satisfecho,Satisfecho,Insatisfecho,Satisfecho,,Muy satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,,Muy satisfecho,Muy satisfecho,Satisfecho,Satisfecho,Totalmente satisfecho,Totalmente satisfecho,,,,Satisfecho,Satisfecho,Muy satisfecho,Satisfecho,,Muy satisfecho,Muy satisfecho,Totalmente satisfecho,10 (Promoter),
DlBRPhUe,,,COMPLETED,,"may. 19, 2026 10:19:48 a. m.","may. 19, 2026 10:21:32 a. m.",1 min 43 secs ,Public collector,10,100,Marketing,2° Ciclo,,,Satisfecho,Satisfecho,Satisfecho,Satisfecho,,Satisfecho,Satisfecho,Satisfecho,Satisfecho,,Satisfecho,Muy satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,,,,Satisfecho,Satisfecho,Satisfecho,Satisfecho,,Satisfecho,Satisfecho,Totalmente satisfecho,10 (Promoter),
KTj1oVCt,,,COMPLETED,,"may. 19, 2026 10:22:10 a. m.","may. 19, 2026 10:23:53 a. m.",1 min 43 secs ,Public collector,10,100,Ingeniería Industrial,2° Ciclo,,,Muy satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,,Muy satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,,Muy satisfecho,Muy satisfecho,Muy satisfecho,Satisfecho,Muy satisfecho,Muy satisfecho,,,,Muy satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,,Muy satisfecho,Muy satisfecho,Muy satisfecho,10 (Promoter),
V5C2MIKe,,,COMPLETED,,"may. 19, 2026 10:22:51 a. m.","may. 19, 2026 10:24:10 a. m.",1 min 19 secs ,Public collector,10,100,Economía,2° Ciclo,,,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,,,,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,10 (Promoter),
FVCZQDh1,,,COMPLETED,,"may. 19, 2026 11:29:30 a. m.","may. 19, 2026 11:34:05 a. m.",4 mins 35 secs ,Public collector,9,100,Ingeniería Industrial,3° Ciclo,Muy satisfecho,Muy satisfecho,Muy satisfecho,Satisfecho,Satisfecho,Muy satisfecho,No conozco,Muy satisfecho,No utilizo,No utilizo,No conozco,No utilizo,Satisfecho,No utilizo,No utilizo,No utilizo,Totalmente satisfecho,Muy satisfecho,Totalmente satisfecho,Totalmente satisfecho,No utilizo,Satisfecho,Muy satisfecho,Muy satisfecho,Satisfecho,,Satisfecho,Muy satisfecho,Muy satisfecho,9 (Promoter),
pgDBVpid,,,COMPLETED,,"may. 19, 2026 11:29:40 a. m.","may. 19, 2026 11:32:22 a. m.",2 mins 42 secs ,Public collector,9,100,Negocios Internacionales,2° Ciclo,,,Satisfecho,Satisfecho,Satisfecho,Satisfecho,,Satisfecho,No utilizo,Satisfecho,Satisfecho,,Muy satisfecho,No utilizo,No conozco,No conozco,Muy satisfecho,Totalmente satisfecho,,,,Muy satisfecho,Totalmente satisfecho,Muy satisfecho,Satisfecho,,Satisfecho,Muy satisfecho,Muy satisfecho,9 (Promoter),
OKzqafog,,,COMPLETED,,"may. 19, 2026 11:29:43 a. m.","may. 19, 2026 11:31:45 a. m.",2 mins 2 secs ,Public collector,10,100,Marketing,2° Ciclo,,,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,,No utilizo,No utilizo,No utilizo,No utilizo,Totalmente satisfecho,Totalmente satisfecho,,,,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,No utilizo,,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,10 (Promoter),
41BnWeTm,,,COMPLETED,,"may. 19, 2026 11:29:49 a. m.","may. 19, 2026 11:36:09 a. m.",6 mins 20 secs ,Public collector,7,0,Arquitectura,3° Ciclo,Insatisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Muy satisfecho,Satisfecho,Satisfecho,Muy satisfecho,Satisfecho,Satisfecho,Satisfecho,Totalmente satisfecho,Insatisfecho,Insatisfecho,Insatisfecho,Insatisfecho,Satisfecho,Totalmente satisfecho,Totalmente satisfecho,Satisfecho,Totalmente insatisfecho,Insatisfecho,Satisfecho,Insatisfecho,,Satisfecho,Insatisfecho,Muy satisfecho,7 (Passive),"mejorar en aspectos paicologicos de estuduabtes, mucha trabajo dn arquitectura qhe no vale la pena a futuro"
oRDFOAum,,,COMPLETED,,"may. 19, 2026 11:29:56 a. m.","may. 19, 2026 11:32:03 a. m.",2 mins 7 secs ,Public collector,9,100,Comunicación,2° Ciclo,,,Satisfecho,Satisfecho,Insatisfecho,Insatisfecho,,Satisfecho,Insatisfecho,Satisfecho,Muy satisfecho,,Muy satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Satisfecho,Muy satisfecho,,,,Satisfecho,Satisfecho,Totalmente satisfecho,Muy satisfecho,,Satisfecho,Satisfecho,Totalmente satisfecho,9 (Promoter),
BRDFYTmL,,,COMPLETED,,"may. 19, 2026 11:30:00 a. m.","may. 19, 2026 11:35:39 a. m.",5 mins 39 secs ,Public collector,8,0,Comunicación,2° Ciclo,,,Satisfecho,Satisfecho,Insatisfecho,Satisfecho,,Satisfecho,Satisfecho,Satisfecho,No utilizo,,No utilizo,No utilizo,No utilizo,No utilizo,Muy satisfecho,Muy satisfecho,,,,Muy satisfecho,Muy satisfecho,Muy satisfecho,No utilizo,,Muy satisfecho,Muy satisfecho,Muy satisfecho,8 (Passive),Los cursos generales algunos no tienen nada que ver con la carrera de cada uno
xJC2E7Cj,,,COMPLETED,,"may. 19, 2026 11:30:08 a. m.","may. 19, 2026 11:32:35 a. m.",2 mins 26 secs ,Public collector,9,100,Comunicación,2° Ciclo,,,Satisfecho,Satisfecho,Satisfecho,Insatisfecho,,Insatisfecho,No utilizo,Satisfecho,Satisfecho,,No utilizo,No utilizo,Insatisfecho,Insatisfecho,Satisfecho,Insatisfecho,,,,Insatisfecho,Satisfecho,Insatisfecho,Muy satisfecho,,Muy satisfecho,Muy satisfecho,Muy satisfecho,9 (Promoter),
QNjuCNGs,,,COMPLETED,,"may. 19, 2026 11:30:16 a. m.","may. 19, 2026 11:35:06 a. m.",4 mins 50 secs ,Public collector,7,0,Comunicación,3° Ciclo,Muy satisfecho,Muy satisfecho,Muy satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Insatisfecho,Satisfecho,Muy satisfecho,No utilizo,No utilizo,No utilizo,Satisfecho,No utilizo,Totalmente satisfecho,Satisfecho,No utilizo,,Satisfecho,Totalmente insatisfecho,Insatisfecho,Satisfecho,Insatisfecho,,Satisfecho,Muy satisfecho,Muy satisfecho,7 (Passive),"He tenido algunas malas experiencias con la universidad, MiUlima es un desastre y los profes a veces se pasan de fachos. Fuera de esto, gran nivel, hermoso campus, enseña bien, y si interesa comunica es la mejor."
1stCBRrD,,,COMPLETED,,"may. 19, 2026 11:30:18 a. m.","may. 19, 2026 11:33:29 a. m.",3 mins 11 secs ,Public collector,9,100,Ingeniería Mecatrónica,2° Ciclo,,,Satisfecho,Satisfecho,Satisfecho,Muy satisfecho,,Satisfecho,Muy satisfecho,Satisfecho,Satisfecho,,Satisfecho,Satisfecho,Muy satisfecho,Muy satisfecho,Totalmente satisfecho,Totalmente satisfecho,,,,Muy satisfecho,Muy satisfecho,Satisfecho,Satisfecho,,Satisfecho,Satisfecho,Satisfecho,9 (Promoter),
2CC2S4g5,,,COMPLETED,,"may. 19, 2026 11:30:27 a. m.","may. 19, 2026 11:33:38 a. m.",3 mins 11 secs ,Public collector,9,100,Psicología,2° Ciclo,,,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,No utilizo,,No conozco,Totalmente satisfecho,Totalmente satisfecho,No utilizo,Muy satisfecho,Totalmente satisfecho,,,,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,9 (Promoter),
jnDBrCUH,,,COMPLETED,,"may. 19, 2026 11:30:28 a. m.","may. 19, 2026 11:34:11 a. m.",3 mins 42 secs ,Public collector,10,100,Ingeniería de Sistemas,2° Ciclo,,,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,,,,Totalmente satisfecho,Totalmente satisfecho,Satisfecho,Totalmente satisfecho,,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,10 (Promoter),
DGBRx33P,,,COMPLETED,,"may. 19, 2026 11:30:39 a. m.","may. 19, 2026 11:32:43 a. m.",2 mins 4 secs ,Public collector,7,0,Negocios Internacionales,2° Ciclo,,,Satisfecho,Satisfecho,Satisfecho,Satisfecho,,Satisfecho,Satisfecho,Satisfecho,Satisfecho,,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,,,,Satisfecho,Satisfecho,Satisfecho,Satisfecho,,Satisfecho,Satisfecho,Satisfecho,7 (Passive),mas espacios para comer. incluir sombrilla a las mesas que faltan en el F2
jHBhfdYg,,,COMPLETED,,"may. 19, 2026 11:30:42 a. m.","may. 19, 2026 11:32:47 a. m.",2 mins 4 secs ,Public collector,10,100,Ingeniería Industrial,2° Ciclo,,,Satisfecho,Satisfecho,Satisfecho,Muy satisfecho,,Satisfecho,No utilizo,No conozco,No conozco,,No utilizo,No utilizo,No utilizo,No utilizo,Muy satisfecho,Muy satisfecho,,,,Insatisfecho,Totalmente satisfecho,Insatisfecho,Satisfecho,,Muy satisfecho,Muy satisfecho,Satisfecho,10 (Promoter),
1kBBInyG,,,COMPLETED,,"may. 19, 2026 11:30:59 a. m.","may. 19, 2026 11:37:44 a. m.",6 mins 44 secs ,Public collector,8,0,Negocios Internacionales,2° Ciclo,,,Muy satisfecho,Satisfecho,Muy satisfecho,Muy satisfecho,,Muy satisfecho,Satisfecho,Satisfecho,Satisfecho,,Muy satisfecho,No conozco,No conozco,No conozco,Satisfecho,Satisfecho,,,,Muy satisfecho,Muy satisfecho,Satisfecho,Satisfecho,,Muy satisfecho,Muy satisfecho,Muy satisfecho,8 (Passive),Es buena  pero tiene aulas y profesores un poco desactualizados.
gqC2ZH7t,,,COMPLETED,,"may. 19, 2026 11:31:00 a. m.","may. 19, 2026 11:34:42 a. m.",3 mins 41 secs ,Public collector,8,0,Marketing,2° Ciclo,,,Satisfecho,Satisfecho,Satisfecho,Satisfecho,,Satisfecho,No conozco,No conozco,No conozco,,No conozco,No utilizo,No conozco,No conozco,Satisfecho,No utilizo,,,,Satisfecho,Satisfecho,No utilizo,No conozco,,Satisfecho,Satisfecho,Insatisfecho,8 (Passive),Está muy llena
gUBhsKnf,,,COMPLETED,,"may. 19, 2026 11:31:02 a. m.","may. 19, 2026 11:34:47 a. m.",3 mins 45 secs ,Public collector,9,100,Negocios Internacionales,1° Ciclo,,,Muy satisfecho,Muy satisfecho,Totalmente satisfecho,Muy satisfecho,,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,,No utilizo,No utilizo,No utilizo,No utilizo,Muy satisfecho,Totalmente satisfecho,,,,Muy satisfecho,Muy satisfecho,Muy satisfecho,No utilizo,,Muy satisfecho,Totalmente satisfecho,Totalmente satisfecho,9 (Promoter),
ZZC57zC8,,,COMPLETED,,"may. 19, 2026 11:31:04 a. m.","may. 19, 2026 11:36:56 a. m.",5 mins 52 secs ,Public collector,10,100,Arquitectura,3° Ciclo,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Satisfecho,Satisfecho,No utilizo,No conozco,No conozco,No conozco,No conozco,Satisfecho,No conozco,No conozco,Muy satisfecho,Satisfecho,No conozco,,Satisfecho,Satisfecho,Totalmente satisfecho,Totalmente satisfecho,Satisfecho,,Muy satisfecho,Totalmente satisfecho,Totalmente satisfecho,10 (Promoter),
